movieId,title,genres,overview
6063,May (2002),Drama|Horror,Psychological horror about a lonely young woman traumatized by a difficult childhood and her increasingly desperate attempts to connect with the people around her.
6064,"Harder They Fall, The (1956)",Drama|Film-Noir,Jobless sportswriter Eddie Willis is hired by corrupt fight promoter Nick Benko to promote his current protégé an unknown Argentinian boxer named Toro Moreno. Although Moreno is a hulking giant his chances for success are hampered by a powder-puff punch and a glass jaw. Exploiting Willis' reputation for integrity and standing in the boxing community Benko arranges a series of fixed fights that propel the unsophisticated Moreno to #1 contender for the championship. The reigning champ the sadistic Buddy Brannen harbors resentment at the publicity Toro has been receiving and vows to viciously punish him in the ring. Eddie must now decide whether or not to tell the naive Toro the truth.
6073,Victim (1961),Crime|Drama,After being mysteriously kidnapped by a Doctor and his violent henchman a young man is held captive in the converted cellar of an old mansion. For reasons unknown he's forced to endure heinous physical and psychological torture but slowly realizes the worst is yet to come when the Doctor's brutal plan for him is finally revealed….
6077,Evil Under the Sun (1982),Crime|Drama|Mystery,Trying to find how a millionaire wound up with a phony diamond brings Hercule Poirot to an exclusive island resort frequented by the rich and famous. When a murder is committed everyone has an alibi.
6078,Firefox (1982),Action|Sci-Fi|Thriller,The Soviets have developed a revolutionary new jet fighter called "Firefox". Naturally the British are worried that the jet will be used as a first-strike weapon as rumours say that the jet is indetectable on radar. They send ex-Vietnam War pilot Mitchell Gant on a covert mission into the Soviet Union to steal Firefox.
6084,Honkytonk Man (1982),Comedy|Drama,Young boy leaves the Oklahoma farm to travel with his country musician uncle who is trying out for the Grand Ole Opry. Set during the Great Depression.
6091,Labyrinth of Passion (Laberinto de Pasiones) (1982),Comedy,A camp melodrama/comedy about Sexilia (a nymphomaniac) Sadec (a gay Islamic terrorist) Riza Niro (the son of the emperor of Tiran) and Queti (the daughter of a dry-cleaner).
6092,"Last American Virgin, The (1982)",Comedy|Drama,The friendship of a group of young friends struggling with teen sex drugs and work is jeopardized by a romantic interest which may turn pals into bitter rivals.
6093,"Last Unicorn, The (1982)",Animation|Children|Fantasy,From a riddle-speaking butterfly a unicorn learns that she is supposedly the last of her kind all the others having been herded away by the Red Bull. The unicorn sets out to discover the truth behind the butterfly's words. She is eventually joined on her quest by Schmendrick a second-rate magician and Molly Grue a now middle-aged woman who dreamed all her life of seeing a unicorn. Their journey leads them far from home all the way to the castle of King Haggard.
6095,Dragon Lord (a.k.a. Dragon Strike) (Long Xiao Ye) (1982),Action,Dragon and his madcap pal Cowboy spend their days getting into mischief frustrating the elders chasing girls and competing in the village sport. When Dragon overhears a fiendish plot by smugglers to sell China's national treasures overseas the pair leap into action. Also Cowboy's wealthy father is kidnapped by the villainous and lethal Big Boss and the scene is set for a furious martial arts showdown.
6096,Making Love (1982),Drama,A perfect typical LA couple find their happily-ever-after life broken when Zach confronts his long-repressed attraction for other men.
6100,"Midsummer Night's Sex Comedy, A (1982)",Comedy|Romance,Centred around a weekend party at the home of inventor Andrew Hobbs and his wife Adrian attended by randy doctor Maxwell Jordan his nurse Dulcy renowned philosopher Dr.Leopold Sturgis and his fiancée this is a light comedy concerning their various emotional intellectual and sexual entanglements loosely based on Ingmar Bergman's 'Smiles of a Summer Night' .
6101,Missing (1982),Drama|Mystery|Thriller,Based on the real-life experiences of Ed Horman. A conservative American businessman travels to a South American country to investigate the sudden disappearance of his son after a right-wing military takeover. Accompanied by his son's wife he uncovers a trail of cover-ups that implicate the US State department which supports the right-wing dictatorship.
6103,Monsignor (1982),Drama|War,The vows of an ambitious young American priest are tested during World War II. Not only does Father John Flaherty get involved with the black market to raise money for the Vatican he also falls in love with a young French nun.
6104,Monty Python Live at the Hollywood Bowl (1982),Comedy,Monty Python Live at the Hollywood Bowl is a 1982 concert film in which the Monty Python team perform many of their greatest sketches at the Hollywood Bowl including several pre-Python ones.
6105,Moonlighting (1982),Drama,A Polish contractor Nowak leads a group of workmen to London so they can provide cheap labor for a government official based there. Nowak (Irons) has to manage the project and the men as they encounter the tempations of the West and loneliness and separation from their families. Nowak is the only one of the group who speaks English and he uses this as a tool over his team. When the unrest in Poland leads to a military takeover Nowak is faced with a much more difficult situation than he expected.
6107,"Night of the Shooting Stars (Notte di San Lorenzo, La) (1982)",Drama|War,Working long hours in the emergency room nurse Kana Aoshima befriends musician and frequent hospital patient Shogo Amami. Shogo's therapy visits for his muteness and blindness happen to ...
6109,One from the Heart (1982),Drama|Romance,Hank and Frannie don't seem to be able to live together anymore. After a five-year relationship lustful and dreamy Fanny leaves down-to-earth Hank on the anniversary of their relationship. Each one of them meets their dream mate but as bright as they may seem they are but a stage of lights and colours. Will true love prevail over a seemingly glamorous passion? Welcome to Coppola's Broadway-like romantic musical.
6114,Permanent Vacation (1982),Drama,In downtown Manhattan a twenty-something boy whose Father is not around and whose Mother is institutionalized is a big Charlie Parker fan. He almost subconsciously searches for more meaning in his life and meets a few characters along the way.
6115,Personal Best (1982),Drama,This film chronicles the relationship of two female world-class athletes. Mariel Hemingway and real-life Olympian pentathlete Patrice Donnelly play runners who train together compete against each other and eventually become lovers. Scott Glenn plays their coach in this film that culminates with the trials for the 1980 Moscow Olympics.
6116,"Pirate Movie, The (1982)",Adventure|Comedy|Musical,A comedy/musical utilizing both new songs and parodies from the original (Gilbert and Sullivan's Pirates of Penzance) as well as references to popular films of the time including Star Wars and Raiders of the Lost Ark. In your typical boy meets girl boy loses girl boy fights girl with swords plot the story revolves around Mabel ...
6121,Querelle (1982),Drama,French sailor Querelle arrives in Brest and starts frequenting a strange whorehouse. He discovers that his brother Robert is the lover of the lady owner Lysiane. Here you can play dice with Nono Lysiane's husband: if you win you are allowed to make love with Lysiane if you lose you have to make love with Nono… Querelle loses on purpose…
6122,Richard Pryor Live on the Sunset Strip (1982),Comedy|Documentary,The third and most successful of four stand-up act movies release by Richard Pryor on film. The stand-up act includes Pryor's frank discussion about his freebasing addiction as well as the infamous night on June 9 1980 that he caught on fire.
6123,Sunless (Sans Soleil) (1983),Documentary,Director Shu Kei travelled to Venice Canada London and Hong Kong collecting accounts of the Tiananmen impact. Among his interviewees are: award-winning Taiwanese filmmaker Hou Hsiao-hsien; Hong Kong director Alfred Cheung a witness to the massacre; actress Deanne Ip whose national consciousness is fired by the event; as well as his own brothers one who soon migrates from Hong Kong and the other already an Australian emigre. Their personal testimonies are pieced together into a mural of the Chinese people united in their horror and outrage.
6124,Savannah Smiles (1982),Comedy,The young daughter of a politician runs away due to lack of attention. She hides in the car of two not too bright crooks who are slowly converted into parent figures as the police web closes down on the supposed kidnappers.
6125,"Secret Policeman's Other Ball, The (1982)",Comedy|Documentary|Musical,Following the success of the 1979 show and the financial benefits accruing to Amnesty from the spin-off movie TV special and record albums – Cleese Lewis and Walker planned the next show to be a more spectacular event. Cleese focused on broadening the comedic talent to be presented at the show. In addition to the Amnesty show stalwarts drawn from the Oxbridge/Monty Python/Beyond The Fringe orbit he invited newcomers such as Rowan Atkinson’s colleagues from the BBC TV show Not the Nine O'Clock News including Pamela Stephenson and Griff Rhys Jones; comedian Victoria Wood and regional comic Jasper Carrott. Lewis secured a return appearance by Billy Connolly and a debut appearance by "alternative" comedian Alexei Sayle who Lewis had recently discovered and was managing. Building on the success of Pete Townshend's 1979 appearance Lewis recruited other rock musicians to perform at the 1981 show including Sting Phil Collins Eric Clapton Jeff Beck Donovan and Bob Geldof.
6126,"Veronika Voss (Sehnsucht der Veronika Voss, Die) (1982)",Drama,In Munich in 1955 sports reporter Robert Krohn gets to know attractive Veronika Voss a former UFA-star. Robert is the lover of the enigmatic woman and tries to unravel the mystery of her life.
6127,Shoot the Moon (1982),Drama,After fifteen years of marriage an affluent couple divorce and take up with new partners.
6132,"New York Ripper, The (Squartatore di New York, Lo) (1982)",Crime|Horror|Mystery|Thriller,A burned-out New York police detective teams up with a college psychoanalyst to track down a vicious serial killer randomly stalking and killing various young women around the city.
6133,"State of Things, The (Stand der Dinge, Der) (1982)",Drama,On location in Portugal a film crew runs out of film while making their own version of Roger Corman's The Day the World Ended (1956) . The producer is nowhere to be found and director Munro attempts to find him in hopes of being able to finish the film.
6140,Tenebre (1982),Horror|Mystery|Thriller,An American writer in Rome is stalked by a serial killer bent on harassing him while killing all people associated with his work on his latest book.
6143,Trail of the Pink Panther (1982),Comedy|Crime,The Pink Panther diamond is stolen once again from Lugash and the authorities call in Chief Inspector Clouseau from France. His plane disappears en-route. This time famous French TV reporter Marie Jouvet sets out to solve the mystery and starts to interview everybody connected to Clouseau.
6148,White Dog (1982),Drama|Horror|Thriller,A trainer attempts to retrain a vicious dog that's been raised to kill black people.
6154,Deliver Us from Eva (2003),Comedy|Romance,Eva Dandridge is a very uptight young woman who constantly meddles in the affairs of her sisters and their husbands. Her in-laws who are tired of Eva interfering in their lives decide to set her up with someone so she can leave them alone. They end up paying Ray the local "playboy" $5000 to date her. The plan goes by smoothly but troubles comes when Ray actually falls in love with Eva.
6155,How to Lose a Guy in 10 Days (2003),Comedy|Romance,An advice columnist Andie Anderson (Kate Hudson) tries pushing the boundaries of what she can write about in her new piece about how to get a man to leave you in 10 days. Her editor Lana (Bebe Neuwirth) loves it and Andie goes off to find a man she can use for the experiment. Enter executive Ben Berry (Matthew McConaughey) who is so confident in his romantic prowess that he thinks he can make any woman fall in love with him in 10 days. When Andie and Ben meet their plans backfire.
6156,Shanghai Knights (2003),Action|Adventure|Comedy,The dynamic duo of Chon Wang and Roy O'Bannon return for another crazy adventure. This time they're in London to avenge the murder of Chon's father but end up on an even bigger case. Chon's sister is there to do the same but instead unearths a plot to kill the royal family. No one believes her though and it's up to Chon and Roy (who has romance on his mind) to prove her right.
6157,Daredevil (2003),Action|Crime,He dwells in a world of eternal night but the blackness is filled with sounds and scents tastes and textures that most cannot perceive. Although attorney Matt Murdock is blind his other four senses function with superhuman sharpness. By day Murdock represents the downtrodden. At night he is Daredevil a masked vigilante stalking the dark streets of the city a relentless avenger of justice.
6159,All the Real Girls (2003),Drama|Romance,In a small North Carolina town Paul a womanizer meets Noel a confused intellectual returning home for the first time in years since she left for boarding school. The film depicts the typical romance of a good girl and a bad boy in an interesting way.
6162,Gerry (2002),Adventure|Drama,Two friends named Gerry become lost in the desert after taking a wrong turn. Their attempts to find their way home only lead them into further trouble.
6163,He Loves Me... He Loves Me Not (À la folie... pas du tout) (2002),Romance|Thriller,Angelique a young student is in love with a married doctor. We see her attempts to make him leave his pregnant wife but he does not appear for meetings or finally the booked journey to Florence. Then the movie is turned back to the beginning and the view changes: We are now following the view of the doctor instead of Angeliques. And things look quite different now...
6166,Dennis the Menace (1993),Comedy,Mr. Wilson's ever-present annoyance comes in the form of one mischievous kid named Dennis. But he'll need Dennis's tricks to uncover a collection of gold coins that go missing when a shady drifter named Switchblade Sam comes to town.
6170,"Black Stallion, The (1979)",Adventure|Children|Drama,While traveling with his father young Alec becomes fascinated by a mysterious Arabian stallion that is brought on board and stabled in the ship he is sailing on. When it tragically sinks both he and the horse survive only to be stranded on a deserted island. He befriends it so when finally rescued both return to his home where they soon meet Henry Dailey a once successful trainer. Together they begin training the horse to race against the fastest ones in the world.
6178,"Patch of Blue, A (1965)",Drama|Romance,A blind uneducated white girl is befriended by a black man who becomes determined to help her escape her impoverished and abusive home life.
6180,Q & A (1990),Crime|Drama,A young district attorney seeking to prove a case against a corrupt police detective encounters a former lover and her new protector a crime boss who refuse to help him.
6182,"Thrill of It All, The (1963)",Comedy,The story of the film centres around urban housewife Beverly Boyer (Doris Day) and her husband a successful gynaecologist and devoted family man Gerald (James Garner). Beverly is offered the opportunity to star for a television commercial advertising soap. After a shaky start she gets a contract for $80000 per year to appear on the weekly TV commercials.
6183,Pillow Talk (1959),Comedy|Musical|Romance,A man and woman share a telephone line and despise each other but then he has fun by romancing her with his voice disguised.
6184,"Man Who Fell to Earth, The (1976)",Drama|Sci-Fi,Thomas Jerome Newton is an alien who comes to Earth to get water for his dying planet. He starts a high technology company to get the billions of dollars he needs to build a return spacecraft. A British science-fiction film from director Nicolas Roeg and starring David Bowie.
6185,Dark Blue (2003),Action|Crime|Drama|Thriller,Set during the Rodney King riots a robbery homicide investigation triggers a series of events that will cause a corrupt LAPD officer to question his tactics.
6186,Gods and Generals (2003),Action|Drama|War,The film centers mostly around the personal and professional life of Thomas "Stonewall" Jackson a brilliant if eccentric Confederate general from the outbreak of the American Civil War until its halfway point when Jackson is killed accidentally by his own soldiers in May 1863 during his greatest victory.
6187,"Life of David Gale, The (2003)",Crime|Drama|Thriller,A man against capital punishment is accused of murdering a fellow activist and is sent to death row.
6188,Old School (2003),Comedy,Three friends attempt to recapture their glory days by opening up a fraternity near their alma mater.
6195,Stone Reader (2002),Documentary,Filmmaker Mark Moskowitz finally reads a critically acclaimed novel he bought back in 1972 and discovers that both the book and the author have long since vanished. STONE READER documents Moskowitz's quest to find out why. As he solves the mystery the twists and turns of the journey reveal something more-the singular bond literature can create among strangers.
6197,Spider (2002),Drama|Mystery,After being bitten by a genetically altered spider nerdy high school student Peter Parker is endowed with amazing powers.
6198,American Heart (1992),Crime|Drama,Jack is now out of jail and he meets Nick his adolescent son. Their relationship will be complicated because Jack has a problem with alcohol. But his love for Nick will help him to get over the past and reach his dreams.
6201,Lady Jane (1986),Drama|Romance,The death of King Henry VIII throws his kingdom into chaos because of succession disputes. His weak son Edward is on his deathbed. Anxious to keep England true to the Reformation a scheming minister John Dudley marries off his son Guildford to Lady Jane Grey whom he places on the throne after Edward dies. At first hostile to each other Guildford and Jane fall in love. But they cannot withstand the course of power which will lead to their ultimate downfall.
6203,Life Stinks (1991),Comedy,A rich businessman makes a bet he can survive on the streets of a rough Los Angeles neighborhood for 30 days completely penniless. During his stay he discovers another side of life and falls in love with with a homeless woman.
6204,"Meteor Man, The (1993)",Comedy,One night Jefferson Reed gets hit in the chest by a souped-up chunk of meteor. So he can fly but he's scared of heights. He can master the information in any book ... for about fifteen minutes. Now his friends and family want him to protect their community from the dreaded Golden Lords.
6207,"Slaughter Rule, The (2002)",Drama,A young man finds solace with a young woman his mother and a high-school football coach who recruits him to quarterback a six-man team.
6211,Ten (2002),Drama,Many of the cast were untrained as actors and the film has an improvisatory element. Elements of the characters were based on the actual life of the main actress and her son. The film was recorded on two digital cameras one attached to each side of a moving car showing the driver and passenger respectively. The film explores personal social problems arising in Iranian society particularly the problems of women.
6212,Bringing Down the House (2003),Comedy,Straight-laced lawyer Peter Sanderson (Steve Martin) meets and falls in love with online chat friend "Lawyer-Girl" Charlene Morton (Queen Latifah) only to discover she's a convicted bank robber. Charlene escapes from jail and comes looking for Peter to help clear her name.
6213,Tears of the Sun (2003),Action|Drama|Thriller,Navy SEAL Lieutenant A.K. Waters and his elite squadron of tactical specialists are forced to choose between their duty and their humanity between following orders by ignoring the conflict that surrounds them or finding the courage to follow their conscience and protect a group of innocent refugees. When the democratic government of Nigeria collapses and the country is taken over by a ruthless military dictator Waters a fiercely loyal and hardened veteran is dispatched on a routine mission to retrieve a Doctors Without Borders physician.
6214,Irreversible (Irréversible) (2002),Crime|Drama|Mystery|Thriller,Events over the course of one traumatic night in Paris unfold in reverse-chronological order as the beautiful Alex is brutally raped and beaten by a stranger in the underpass. Her boyfriend and ex-lover take matters into their own hands by hiring two criminals to help them find the rapist so that they can exact revenge. A simultaneously beautiful and terrible examination of the destructive nature of cause and effect and how time destroys everything.
6215,Laurel Canyon (2002),Drama,Laurel Canyon focuses on Sam and Alex a pair of upper-middle class lovebirds from the East Coast who relocate to Los Angeles. Enter Jane Sam's estranged mother a successful record producer who's more than willing to put the couple up in her lavish digs. As Sam and Alex settle in at Jane's they gradually lose their straight-and-narrow approach to life and begin to experiment.
6216,Nowhere in Africa (Nirgendwo in Afrika) (2001),Drama,A Jewish woman named Jettel Redlich flees Nazi Germany with her daughter Regina to join her husband Walter on a farm in Kenya. At first Jettel refuses to adjust to her new circumstances bringing with her a set of china dishes and an evening gown. While Regina adapts readily to this new world forming a strong bond with her father's cook an African named Owuor.
6218,Bend It Like Beckham (2002),Comedy|Drama|Romance,Jess Bhamra the daughter of a strict Indian couple in London is not permitted to play organized soccer even though she is 18. When Jess is playing for fun one day her impressive skills are seen by Jules Paxton who then convinces Jess to play for her semi-pro team. Jess uses elaborate excuses to hide her matches from her family while also dealing with her romantic feelings for her coach Joe.
6219,"Hunted, The (2003)",Action|Drama|Thriller,In the wilderness of British Columbia two hunters are tracked and viciously murdered by Aaron Hallum. Former Special Operations instructor L.T. Bonham is approached and asked to apprehend Hallum his former student who has 'gone rouge' after suffering severe battle stress from his time in Kosovo.
6223,Spun (2001),Comedy|Crime|Drama,Over the course of three days Ross a college dropout addicted to crystal-meth encounters a variety of oddball folks - including a stripper named Nikki and her boyfriend the local meth producer The Cook - but all he really wants to do is hook up with his old girlfriend Amy.
6225,King of Kings (1961),Drama,Shekarankutty a normal man with a wife and daughter has trouble when his past as a mafia don is revealed.
6227,Loving You (1957),Drama|Musical,The film tells the story about how to love and to be loved through the people in three different families.  - Joy is a talented musician that likes to modify melodies as he pleases. His teacher Sanoh wants to make him understand that he don't know how to admire the nature of music so he forces Joy to go on a trip with him to search this feeling.  - Khwan is the wife of a soldier stationed in the south of Thailand quite dangerous because of the frequent islamic terrorist attacks in this region. Khwan cannot bear the thought that something can happen to her child living there moreover the kid is determined to be a solider like his father  - Muay is from a Chinese family. Her grandfather started a small store of handmade shoes for a long time and still works on it. On the other hand her father went further and started a big shoe factory. Her grandfather insists teaching her the job of creating handmade shoes to make her understand the essence of a good shoe.
6228,"Talk of the Town, The (1942)",Comedy|Romance|Thriller,When the Holmes Woolen Mill burns down political activist Leopold Dilg is jailed for arson (and murder; one man was lost). Escaping Leopold hides out in the home of his childhood sweetheart Nora Shelley ...which she has just rented to unsuspecting law professor Michael Lightcap.
6229,Two-Lane Blacktop (1971),Drama,A driver and a mechanic travel around the United States hopping from drag strip to drag strip in a 1955 Chevy Bel-Air coupe. They race for money betting with their competitors. The pair gain a young and talkative female stowaway. Along the way they unintentionally attract a well-to-do drifter driving a new Pontiac GTO. This older man looking for attention antagonizes their efforts.
6230,Bang the Drum Slowly (1973),Drama,The story of a New York pro baseball team and two of its players. Henry Wiggen is the star pitcher and Bruce Pearson is the normal everyday catcher who is far from the star player on the team and friend to all of his teammates. During the off-season Bruce learns that he is terminally ill and Henry his only true friend is determined to be the one person there for him during his last season with the club. Throughout the course of the season Henry and his teammates attempt to deal with Bruce's impending illness all the while attempting to make his last year a memorable one.
6231,"Benny Goodman Story, The (1955)",Drama|Musical,The Benny Goodman Story is a biographical film starring Steve Allen and Donna Reed directed by Valentine Davies and released by Universal Studios in 1956. The film is based on the life of famed clarinetist Benny Goodman who recorded most of the clarinet solos used in the film. The film captures several major moments in Goodman's life but it has been described as less than accurate in details. Goodman's Jewish background is never explicitly mentioned despite it playing a part in his artistic and personal endeavors for decades. In one scene where his mother tries to talk him out of a romance with Alice Hammond played by Donna Reed whom Goodman eventually married she says "Bagels and caviar don't mix."
6232,Born Free (1966),Adventure|Children|Drama,Born Free (1966) is an Open Road Films Ltd./Columbia Pictures feature film starring Virginia McKenna and Bill Travers as Joy and George Adamson a real-life couple who raised an orphaned lion cub to adulthood and released her into the wilds of Kenya.
6233,Born Yesterday (1993),Comedy|Romance,Uncouth loud-mouth junkyard tycoon Harry Brock descends upon Washington D.C. to buy himself a congressman or two bringing with him his mistress ex-showgirl Billie Dawn.
6234,Equus (1977),Drama|Mystery,A psychiatrist Martin Dysart investigates the savage blinding of six horses with a metal spike in a stable in Hampshire England. The atrocity was committed by an unassuming seventeen-year-old stable boy named Alan Strang the only son of an opinionated but inwardly-timid father and a genteel religious mother. As Dysart exposes the truths behind the boy's demons he finds himself face-to-face with his own.
6235,Europa Europa (Hitlerjunge Salomon) (1990),Drama|War,An American Leopold Kessler (Jean-Marc Barr) goes to post-war Germany in 1945 to work as a railroad conductor for the Zentropa Rail Line instead of going into the Army because he feels its a more valuable thing to do for the state of the world. He meets Katharina Hartmann (Barbara Sukowa) the daughter of the railroad owner and they fall in love.
6237,"Glenn Miller Story, The (1953)",Drama,The great Jimmy Stewart and June Allyson star in this vibrant tribute to one of America's legendary bandleaders charting Miller's rise from obscurity and poverty to fame and wealth in the early 1940's.
6238,Green Card (1990),Comedy|Drama|Romance,Urban horticulturalist Brontë Mitchell has her eye on a gorgeous apartment but the building's board will rent it only to a married couple. Georges Fauré a waiter from France whose visa is expiring needs to marry an American woman to stay in the country. Their marriage of convenience turns into a burden when they must live together to allay the suspicions of the immigration service as the polar opposites grate on each other's nerves.
6239,Journey to the Center of the Earth (1959),Adventure|Children|Sci-Fi,On a quest to find out what happened to his missing brother a scientist his nephew and their mountain guide discover a fantastic and dangerous lost world in the center of the earth.
6240,One Good Cop (1991),Action|Crime|Drama,When his loyal longtime partner a widower is killed in the line of duty and leaves behind three young children Artie Lewis (Michael Keaton) a dedicated New York City cop and his wife Rita (Rene Russo) decide to take the kids in. But the lives of his new family members are quickly on the line as Artie investigates his partner's death. Can he find the killer -- and keep the girls safe?
6242,Ringu (Ring) (1998),Horror|Mystery|Thriller,A mysterious video has been linked to a number of deaths and when an inquisitive journalist finds the tape and views it herself she sets in motion a chain of events that puts her own life in danger.
6243,Ringu 2 (Ring 2) (1999),Horror|Mystery,While investigating the horrifying death of her boyfriend Mai Takano (Miki Nakatani) learns about a videotape haunted by the spirit of a disturbing girl named Sadako which kills anyone who watches it exactly one week later. When her boyfriend’s son Yoichi starts to develop the same psychic abilities as Sadako Takano must find a way to keep the boy and herself from becoming the next victims.
6244,Salaam Bombay! (1988),Drama,Before Slumdog Millionaire came Salaam Bombay! Mira Nair’s Oscar-nominated drama tells the moving story of life on the streets of Bombay as seen through the eyes of Chaipu a twelve-year-old boy living rough in the city.
6245,Sweet Charity (1969),Comedy|Drama|Musical|Romance,Taxi dancer Charity continues to have Faith in the human race despite apparently endless disappointments at its hands and Hope that she will finally meet the nice young man to romance her away from her sleazy life. Maybe just maybe handsome Oscar will be the one to do it.
6247,Women in Love (1969),Drama|Romance,Close friends Rupert Birkin (Alan Bates) and Gerald Crich (Oliver Reed) begin romances with siblings Ursula (Jennie Linden) and Gudrun Brangwen (Glenda Jackson). After the couples wed they take a joint honeymoon to Switzerland where things begin happily -- but they become increasingly complicated as the trip continues. Rupert and Ursula are determined to stay faithful to one another while the aloof Gerald and the eccentric Gudrun turn to infidelity and sexual exploration.
6249,Boat Trip (2003),Comedy,Two straight men mistakenly end up on a "gays only" cruise.
6250,Dreamcatcher (2003),Drama|Horror|Sci-Fi|Thriller,Four boyhood pals perform a heroic act and are changed by the powers they gain in return. Years later on a hunting trip in the Maine woods they're overtaken by a vicious blizzard that harbors an ominous presence. Challenged to stop an alien force the friends must first prevent the slaughter of innocent civilians by a military vigilante ... and then overcome a threat to the bond that unites the four of them.
6252,View from the Top (2003),Comedy|Romance,A small-town woman tries to achieve her goal of becoming a flight attendant.
6254,"Awful Truth, The (1937)",Comedy|Romance,Unfounded suspicions lead a married couple to begin divorce proceedings whereupon they start undermining each other's attempts to find new romance.
6256,"House with Laughing Windows, The (Casa dalle finestre che ridono, La) (1976)",Horror|Mystery|Thriller,Stefano a young restorer is commissioned to save a fresco representing the suffering of St. Sebastiano. The fresco painter was Legnani and the fresco is his last work. Legnani apparently was mentally disturbed. He was used to paint people close to die or in agony. These facts together with the strange atmosphere that surround this village near Ferrara in the north of Italy contribute to put Stefano in a nightmare reality. Soon reality will change into horror.
6257,I Am Curious (Yellow) (Jag är nyfiken - en film i gult) (1967),Drama,On his 21st birthday Davy wanders into a gay bar and meets the man of his dreams.
6260,"Robe, The (1953)",Drama,Marcellus is a tribune in the time of Christ. He is in charge of the group that is assigned to crucify Jesus. Drunk he wins Jesus' homespun robe after the crucifixion. He is tormented by nightmares and delusions after the event. Hoping to find a way to live with what he has done and still not believing in Jesus he returns to Palestine to try and learn what he can of the man he killed.
6261,Wind (1992),Action|Romance,In 1983 yacht sailor Will Parker leads an American crew financed by millionaire Morgan Weld to defeat during the America's Cup race against an Australian crew. Determined to get the prize back Will convinces Morgan to finance an experimental boat designed by his ex-girlfriend Kate's new beau Joe Heisler. When the boat is completed the Americans head to Australia to reclaim the cup.
6263,Basic (2003),Drama|Thriller|War,A DEA agent investigates the disappearance of a legendary Army ranger drill sergeant and several of his cadets during a training exercise gone severely awry.
6264,"Core, The (2003)",Action|Drama|Sci-Fi|Thriller,Geophysicist Dr. Josh Keyes discovers that an unknown force has caused the earth's inner core to stop rotating. With the planet's magnetic field rapidly deteriorating our atmosphere literally starts to come apart at the seams with catastrophic consequences. To resolve the crisis Keyes along with a team of the world's most gifted scientists travel into the earth's core. Their mission: detonate a device that will reactivate the core.
6265,Head of State (2003),Comedy,When a presidential candidate dies unexpectedly in the middle of the campaign the Democratic party unexpectedly picks a Washington D.C. alderman Mays Gilliam (Rock) as his replacement .
6266,What a Girl Wants (2003),Comedy|Drama|Romance,An American girl Daphne heads to Europe in search of the father she's never met. But instead of finding a British version of her bohemian mother she learns the love of her mom's life is an uptight politician. The only problem now is that her long-lost dad is engaged to a fiercely territorial social climber with a daughter who makes Daphne's life miserable.
6268,Raising Victor Vargas (2002),Comedy|Drama|Romance,The film follows Victor a Lower East Side teenager as he deals with his eccentric family including his strict grandmother his bratty sister and a younger brother who completely idolizes him. Along the way he tries to win the affections of Judy who is very careful and calculating when it comes to how she deals with men.
6269,Stevie (2002),Documentary,In 1995 Director Steve James (Hoop Dreams) returned to rural Southern Illinois to reconnect with Stevie Fielding a troubled young boy he had been an 'Advocate Big Brother' to ten years earlier.
6271,Day for Night (La Nuit Américaine) (1973),Comedy|Drama|Romance,(no overview)
6273,In a Lonely Place (1950),Drama|Film-Noir|Mystery|Romance,Dixon 'Dix' Steele a down-on-his-luck screenwriter needs to adapt a trashy novel. At a night club the hat-check girl Mildred Atkinson is engrossed reading it. Too tired to read the novel he asks Mildred to go home with him to explain the plot. Later that night Mildred is murdered and Steele is a prime suspect his record of violence when angry goes against him.
6276,Wake of the Red Witch (1948),Action|Adventure|Drama,Captain Ralls fights Dutch shipping magnate Mayrant Sidneye for the woman he loves Angelique Desaix and for a fortune in gold aboard the Red Witch.
6279,"Good Thief, The (2002)",Crime|Drama,A compulsive gambler plans the heist of his life - a priceless collection of art from the world-class Casino Riviera in Monte Carlo.
6281,Phone Booth (2002),Drama|Thriller,A slick New York publicist who picks up a ringing receiver in a phone booth is told that if he hangs up he'll be killed... and the little red light from a laser rifle sight is proof that the caller isn't kidding.
6283,Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira) (2001),Action|Animation|Sci-Fi|Thriller,Mars. Days before Halloween 2071. Villains blow up a tanker truck on Highway One releasing a deadly virus that kills hundreds. Fearing a bigger even more devastating biochemical attack an astronomical reward is offered for the arrest and capture of the person behind the destruction. On the space ship "Bebop" Spike Spiegel and his crew of bounty hunters (Jet Black Faye Valentine Ed and Ein) are bored and short of cash. But with the news of the reward everything changes....
6284,DysFunktional Family (2003),Comedy|Documentary,Between sets from his hilarious live stand-up routine in which he riffs on everything from Michael Jackson to terrorism comedian Eddie Griffin tours his hometown of Kansas City and introduces viewers to his eccentric clan in this edgy mockumentary. Griffin's uproarious family members include oddballs such as Uncle Buckey a former pimp and Uncle Curtis who possesses an extensive porn collection ... much of which he filmed himself!
6286,"Man Without a Past, The (Mies vailla menneisyyttä) (2002)",Comedy|Crime|Drama,The second part of Aki Kaurismäki's "Finland" trilogy the film follows a man who arrives in Helsinki and gets beaten up so severely he develops amnesia. Unable to remember his name or anything from his past life he cannot get a job or an apartment so he starts living on the outskirts of the city and slowly starts putting his life back on track.
