movieId,title,genres
4218,River's Edge (1986),Crime|Drama,A high school slacker commits a shocking act and proceeds to let his friends in on the secret. However the friends' reaction is almost as ambiguous and perplexing as the crime itself.
4219,Girls Just Want to Have Fun (1985),Comedy,Janey is new in town and soon meets Lynne who shares her passion for dancing in general and "Dance TV" in particular. When a competition is announced to find a new Dance TV regular ...
4220,"Longest Yard, The (1974)",Comedy,Prison inmates form a football team to challenge the prison guards.
4221,Necessary Roughness (1991),Comedy,Due to NCAA sanctions the Texas State University Fightin' Armadillos must form a football team from their actual student body with no scholarships to help to play their football schedule...
4222,C.H.U.D. (1984),Horror,A bizarre series of murders in New York City seems to point toward the existence of a race of mutant cannibals living under the streets.
4223,Enemy at the Gates (2001),Drama|War,A Russian and a German sniper play a game of cat-and-mouse during the Battle of Stalingrad.
4224,Exit Wounds (2001),Action|Thriller,Orin Boyd a tough cop in an inner-city precinct discovers a web of dirty cops and corruption.
4225,"Dish, The (2001)",Comedy,Emo kids Israel and Louie walk around their east Los Angeles neighborhood dishing about their high school classmates. After listening to Louie boast about his sexual escapades Israel decides he has some catching up to do.
4226,Memento (2000),Mystery|Thriller,A man juggles searching for his wife's murderer and keeping his short-term memory loss from being an obstacle.
4228,Heartbreakers (2001),Comedy|Crime|Romance,A mother and daughter con team seduce and scam wealthy men.
4229,Say It Isn't So (2001),Comedy|Romance,Young orphan Gilly (Klein) finds out his lover Jo (Graham) may actually be his biological sister. After they break up he discovers he's not related and travels across the country to stop ...
4231,Someone Like You (2001),Comedy|Romance,N/A
4232,Spy Kids (2001),Action|Adventure|Children|Comedy,The children of secret-agent parents must save them from danger.
4233,Tomcats (2001),Comedy,Seven years ago a bunch of friends make a bet that'll give the last remaining bachelor a ton of money. Now after losing a ton of money at a Vegas Casino Michael Delaney has to quickly ...
4234,"Tailor of Panama, The (2001)",Drama|Thriller,A tailor living in Panama reluctantly becomes a spy for a British agent.
4235,Amores Perros (Love's a Bitch) (2000),Drama|Thriller,A horrific car accident connects three stories each involving characters dealing with loss regret and life's harsh realities all in the name of love.
4236,Keep the River on Your Right: A Modern Cannibal Tale (2000),Documentary,A retired gay anthropologist revisits the native cultures he studied in his youth.
4237,"Gleaners & I, The (Les glaneurs et la glaneuse) (2000)",Documentary,An intimate picaresque inquiry into French life as lived by the country's poor and its provident as well as by the film's own director Agnes Varda. The aesthetic political and moral ...
4238,Along Came a Spider (2001),Action|Crime|Mystery|Thriller,A congressman's daughter under Secret Service protection is kidnapped from a private school by an insider who calls Det. Alex Cross sucking him into the case even though he's recovering from the loss of his partner.
4239,Blow (2001),Crime|Drama,The story of George Jung the man who established the American cocaine market in the 1970s.
4241,Pokémon 3: The Movie (2001),Animation|Children,The Pokemon master Ash must rescue his mother from the encasement of a crystal tower.
4246,Bridget Jones's Diary (2001),Comedy|Drama|Romance,A British woman is determined to improve herself while she looks for love in a year in which she keeps a personal diary.
4247,Joe Dirt (2001),Adventure|Comedy|Mystery|Romance,After being abandoned by his parents at the Grand Canyon Joe Dirt tells the story of his journey to find his parents.
4248,Josie and the Pussycats (2001),Comedy,A girl group find themselves in the middle of a conspiracy to deliver subliminal messages through popular music in this send up of the music industry and pop culture.
4251,Chopper (2000),Drama|Thriller,Chopper tells the intense story of Mark "Chopper" Read a legendary criminal who wrote his autobiography while serving a jail sentence in prison. His book "From the Inside" upon which the film is based was a best-seller.
4252,"Circle, The (Dayereh) (2000)",Drama,Held captive and faced with their imminent executions fifty strangers are forced to choose the one person among them who deserves to live.
4254,Crocodile Dundee in Los Angeles (2001),Comedy|Drama,Australian Outback adventurer Mick "Crocodile" Dundee travels to Los Angeles with his young son while his longtime companion suspects foul play at a movie studio.
4255,Freddy Got Fingered (2001),Comedy,An unemployed cartoonist moves back in with his parents and younger brother Freddy. When his parents demand he leave he begins to spread rumors that his father is sexually abusing Freddy.
4262,Scarface (1983),Action|Crime|Drama,In Miami in 1980 a determined Cuban immigrant takes over a drug cartel and succumbs to greed.
4263,Days of Wine and Roses (1962),Drama,An alcoholic marries a young woman whom he systematically addicts to booze so they can share his "passion" together.
4265,Driven (2001),Action|Thriller,A young hot shot driver is in the middle of a championship season and is coming apart at the seams. A former CART champion is called in to give him guidance.
4266,"Forsaken, The (2001)",Horror,Kiefer and Donald Sutherland share the screen in this brooding western about an embittered gunslinger who attempts to make amends with his estranged father whilst their community is besieged by ruthless land-grabbers.
4267,One Night at McCool's (2001),Comedy,Every man has a different recollection of the beautiful young woman who wreaked havoc on their lives during one heated night.
4268,Town & Country (2001),Comedy,Porter Stoddard is a well-known New York architect who is at a crossroads... a nexus where twists and turns lead to myriad missteps some with his wife Ellie others with longtime friends ...
4270,"Mummy Returns, The (2001)",Action|Adventure|Comedy|Thriller,The mummified body of Imhotep is shipped to a museum in London where he once again wakes and begins his campaign of rage and terror.
4271,Eureka (Yurîka) (2000),Drama,The best minds in the US are tucked away in a remote town where they build futuristic inventions for the government's benefit.
4273,Under the Sand (2000),Drama,When her husband goes missing at the beach a female professor begins to mentally disintegrate as her denial of his disappearance becomes delusional.
4274,Cleopatra (1963),Drama|Romance,Historical epic. The triumphs and tragedy of the Egyptian queen Cleopatra.
4275,Krull (1983),Action|Adventure|Fantasy|Sci-Fi,A prince and a fellowship of companions set out to rescue his bride from a fortress of alien invaders who have arrived on their home planet.
4276,Lost in America (1985),Comedy,A husband and wife in their 30s decide to quit their jobs live as free spirits and cruise America in a Winnebago.
4277,"Lost World, The (1925)",Adventure|Sci-Fi,The life demolition and reconstruction of the Kopaszi dam. Shot for ten years long in a forgotten landscape in the center of Budapest. People living in houseboats and wooden houses ...
4278,Triumph of the Will (Triumph des Willens) (1934),Documentary,N/A
4279,True Believer (1989),Crime,A cynical former civil liberties attorney now reduced to "specializing" in defending drug dealers becomes transformed by an eight-year-old murder case.
4280,"World According to Garp, The (1982)",Comedy|Drama|Romance,Based on the John Irving novel this film chronicles the life of T S Garp and his mother Jenny. Whilst Garp sees himself as a "serious" writer Jenny writes a feminist manifesto at an ...
4281,Candy (1968),Comedy,A poet falls in love with an art student who gravitates to his bohemian lifestyle -- and his love of heroin. Hooked as much on one another as they are on the drug their relationship alternates between states of oblivion self-destruction and despair.
4282,Fellini Satyricon (1969),Drama|Fantasy,A series of disjointed mythical tales set in first century Rome.
4284,Frankie and Johnny (1966),Comedy,Johnny has just been released from prison and gets a job in a café beside waitress Frankie. Frankie is a bit of a loner but Johnny is determined their romance will blossom.
4290,For the Boys (1991),Comedy|Drama|Musical,With the help of the singer and dancer Dixie Leonhard US-Entertainer Eddie Sparks wants to bring some fun to the soldiers during World War II. Becoming a perfect team they tour from North ...
4291,Nine to Five (a.k.a. 9 to 5) (1980),Comedy|Crime,The sit-com takes us into the further adventures of the characters from the movie of the same name.
4292,Norma Rae (1979),Drama,A young single mother and textile worker agrees to help unionize her mill despite the problems and dangers involved.
4293,Summer Rental (1985),Comedy,Jack Chester a stressed air-traffic controller takes his family on a beach vacation to Florida but is soon beset by problems especially when an arrogant sailing champion shows up who Jack challenges to a race.
4294,"5,000 Fingers of Dr. T, The (1953)",Children|Fantasy|Musical,Survivors of a suspension-bridge collapse learn there's no way you can cheat Death.
4296,Love Story (1970),Drama|Romance,A boy and a girl from different backgrounds fall in love regardless of their upbringing - and then tragedy strikes.
4297,Pelle the Conqueror (Pelle erobreren) (1987),Drama,The end of the 19th century. A boat filled with Swedish emigrants comes to the Danish island of Bornholm. Among them are Lasse and his son Pelle who move to Denmark to find work. They find ...
4298,Rififi (Du rififi chez les hommes) (1955),Crime|Film-Noir|Thriller,Four men plan a technically perfect crime but the human element intervenes...
4299,"Knight's Tale, A (2001)",Action|Comedy|Romance,After his master dies a peasant squire fueled by his desire for food and glory creates a new identity for himself as a knight.
4300,Bread and Roses (2000),Drama,Two Latina sisters work as cleaners in a downtown office building and fight for the right to unionize.
4302,"King Is Alive, The (2000)",Drama,When a bus breaks down in the desert the passengers decide to stage "King Lear."
4304,Startup.com (2001),Documentary,Traces the birth and failure of new media company govWorks.com.
4305,Angel Eyes (2001),Romance|Thriller,A mysterious man is drawn to a feisty female police officer and a unusual relationship ensues as not everything is as it seems.
4306,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance,After his swamp is filled with magical creatures an ogre agrees to rescue a princess for a villainous lord in order to get his land back.
4308,Moulin Rouge (2001),Drama|Musical|Romance,Fictional account of French artist Henri de Toulouse-Lautrec.
4310,Pearl Harbor (2001),Action|Drama|Romance|War,Pearl Harbor follows the story of two best friends Rafe and Danny and their love lives as they go off to join the war.
4312,Himalaya (Himalaya - l'enfance d'un chef) (1999),Adventure|Drama,An aging chief's last stand lessons for the new and the education of a young chief-to-be played against harsh Nature in Nepal's Dolpo. When his son dies returning from Tibet's salt lakes...
4316,Ice Castles (1978),Drama,A young girl is on top of the world until a tragic accident dashes her hopes and dreams of becoming a world-class figure skater. Only with the help of those who love her can she prove to ...
4317,Love Potion #9 (1992),Comedy|Romance,N/A
4318,Postcards From the Edge (1990),Comedy|Drama,A substance-addicted actress tries to look on the bright side even as she is forced to move back in with her mother to avoid unemployment.
4319,Apache (1954),Western,Refusing to let himself be re-settled on a Florida reservationMassaian Apache warriorescapes his captors and returns to his homeland to become a peaceful farmer.
4321,City Slickers (1991),Comedy|Western,On the verge of turning 40 an unhappy Manhattan yuppie is roped into joining his two friends on a cattle drive in the southwest.
4322,Eight Men Out (1988),Drama,A dramatization of the Black Sox scandal when the underpaid Chicago White Sox accepted bribes to deliberately lose the 1919 World Series.
4324,"Kentuckian, The (1955)",Drama|Western,N/A
4326,Mississippi Burning (1988),Crime|Drama|Thriller,Two FBI agents with wildly different styles arrive in Mississippi to investigate the disappearance of some civil rights activists.
4327,"Magnificent Seven, The (1960)",Adventure|Western,N/A
4329,Rio Bravo (1959),Western,A small-town sheriff in the American West enlists the help of a cripple a drunk and a young gunfighter in his efforts to hold in jail the brother of the local bad guy.
4332,Suspect (1987),Crime|Drama|Thriller,A judge commits suicide and his secretary is found murdered. A homeless deaf-mute man Carl Anderson is arrested for her murder. Public defender Kathleen is assigned by the court as his ...
4333,Throw Momma from the Train (1987),Comedy|Crime,A bitter ex-husband and a put-upon momma's boy both want their respective former spouse and mother dead. Who will pull it off?
4334,Yi Yi (2000),Drama,Each member of a middle class Taipei family seeks to reconcile past and present relationships within their daily lives.
4337,"Sand Pebbles, The (1966)",Drama|Romance|War,A film that depicts and reflects on the multicultural multilingual three-generation people of Hong Kong under the crisis of the epidemic-SARS.
4338,Twelve O'Clock High (1949),Drama|War,N/A
4339,Von Ryan's Express (1965),Action|Adventure|Drama|War,An American POW leads a group of mainly British prisoners to escape from the Germans in WWII.
4340,"Animal, The (2001)",Comedy,When plans for a weekend vacation hit a dead end a group of close-knit friends find themselves stranded in unfamiliar territory pursued by a menacing blood thirsty predator.
4342,Big Eden (2000),Drama|Romance,Big Eden is a small fictional northwestern Montana town.
4343,Evolution (2001),Comedy|Sci-Fi,A fire-fighting cadet two college professors and a geeky but sexy government scientist work against an alien organism that has been rapidly evolving since its arrival on Earth inside a meteor.
4344,Swordfish (2001),Action|Crime|Drama,A covert counter-terrorist unit called Black Cell led by Gabriel Shear wants the money to help finance their war against international terrorism but it's all locked away. Gabriel brings in convicted hacker Stanley Jobson to help him.
4345,"Anniversary Party, The (2001)",Drama,Love is complex and relationships deteriorate.
4347,Divided We Fall (Musíme si pomáhat) (2000),Comedy|Drama,In Nazi occupied Czechoslovakia a childless couple agree to hide a Jewish friend at great personal risk of discovery and execution.
4349,Catch-22 (1970),Comedy|War,A man is trying desperately to be certified insane during World War II so he can stop flying missions.
4350,Forgotten Silver (1996),Comedy|Documentary,The film deals with the career of a supposedly forgotten pioneer of international cinema Colin McKenzie who was allegedly born in rural New Zealand in 1888.
4351,Point Break (1991),Action|Crime|Thriller,An FBI agent goes undercover to catch a gang of surfers who may be bank robbers.
4352,Shag (1989),Comedy|Drama,Summer of 1963. Carson is getting married to her boyfriend so her friends Melaina Pudge and Luanne take her to Myrtle Beach for one last irresponsible weekend.
4353,Uncommon Valor (1983),Action|War,Ten years after his son went MIA in Vietnam U.S.Marine retired Colonel Jason Rhodes assembles a private rescue team to find Americans held in POW camps in Laos.
4354,Unlawful Entry (1992),Crime|Thriller,After a break-in at their house a couple gets help from one of the cops that answered their call. He helps them install the security system and begins dropping by on short notice and ...
4355,Youngblood (1986),Action|Drama,A skilled young hockey prospect hoping to attract the attention of professional scouts is pressured to show that he can fight if challenged during his stay in a Canadian minor hockey town. ...
4356,Gentlemen Prefer Blondes (1953),Comedy|Musical|Romance,Showgirls Lorelei Lee and Dorothy Shaw travel to Paris pursued by a private detective hired by the suspicious father of Lorelei's fiancé as well as a rich enamored old man and many other doting admirers.
4357,How to Marry a Millionaire (1953),Comedy|Drama|Romance,Three women set out to find eligible millionaires to marry but find true love in the process.
4359,"Seven Year Itch, The (1955)",Comedy,N/A
4360,There's No Business Like Show Business (1954),Musical,Molly and Terry Donahue plus their three children are The Five Donahues. Son Tim meets hat-check girl Vicky and the family act begins to fall apart.
4361,Tootsie (1982),Comedy|Romance,Michael Dorsey an unsuccessful actor disguises himself as a woman in order to get a role on a trashy hospital soap.
4366,Atlantis: The Lost Empire (2001),Adventure|Animation|Children|Fantasy,Far from home Jason washes up on the shores of the ancient and mysterious city of Atlantis.
4367,Lara Croft: Tomb Raider (2001),Action|Adventure,Video game adventuress Lara Croft comes to life in a movie where she races against time and villains to recover powerful ancient artifacts.
4368,Dr. Dolittle 2 (2001),Comedy,Dolittle must save a forest and a bear's life.
4369,"Fast and the Furious, The (2001)",Action|Crime|Thriller,Los Angeles police officer Brian O'Connor must decide where his loyalty really lies when he becomes enamored with the street racing world he has been sent undercover to destroy.
4370,A.I. Artificial Intelligence (2001),Adventure|Drama|Sci-Fi,A highly advanced robotic boy longs to become "real" so that he can regain the love of his human mother.
4371,Baby Boy (2001),Crime|Drama,This is the story of Jody an unemployed young black man who's been living with his mother for several years even though he's got a child of his own. Romantically he's having ...
4372,Crazy/Beautiful (2001),Drama|Romance,At Pacific Palisades High a poor Latino falls hard for a troubled girl from the affluent neighborhood.
4375,"Adventures of Felix, The (a.k.a. Funny Felix) (Drôle de Félix) (2000)",Comedy|Drama,A tale revolving around the carefree and bon-vivant Felix who is content living with his boyfriend Daniel in the town of Dieppe in Northern France. When Felix is laid off from his job ...
4378,Sexy Beast (2000),Crime|Drama,Brutal gangster Don Logan recruits "retired" safecracker Gal for one last job but it goes badly for both of them.
4380,"Princess and the Warrior, The (Krieger und die Kaiserin, Der) (2000)",Drama|Romance,Young nurse Sissi lives a secluded life seemingly entirely devoted to her patients at Birkenhof asylum. Her first encounter with ex-soldier and drifter Bodo has a lasting impact. He causes...
4381,"Closet, The (Placard, Le) (2001)",Comedy,When Noah forgets his cellphone on the night stand of a cheating rich socialite it's a race against time to recover it before her husband returns home. Things go astray when his recovery ...
4383,"Crimson Rivers, The (Rivières pourpres, Les) (2000)",Crime|Drama|Mystery|Thriller,A murder detective must follow the footsteps of a brutal killer within the secrets of a classist college.
4384,Lumumba (2000),Drama,The true story of the rise to power and brutal assassination of the formerly vilified and later redeemed leader of the independent Congo Patrice Lumumba. Using newly discovered historical ...
4386,Cats & Dogs (2001),Children|Comedy,A look at the top-secret high-tech espionage war going on between cats and dogs which their human owners are blissfully unaware of.
4387,Kiss of the Dragon (2001),Action,A betrayed intelligence officer enlists the aid of a prostitute to prove his innocence from a deadly conspiracy while returning a favor to her.
4388,Scary Movie 2 (2001),Comedy,Four teens are tricked by their professor into visiting a haunted house for a school project.
4389,Lost and Delirious (2001),Drama,A newcomer to a posh girls boarding school discovers that her two senior roommates are lovers.
4390,Rape Me (Baise-moi) (2000),Crime|Drama|Thriller,Two young women marginalised by society go on a destructive tour of sex and violence. Breaking norms and killing men - and shattering the complacency of polite cinema audiences.
4391,"Vertical Ray of the Sun, The (Mua he chieu thang dung) (2000)",Drama,With the brilliant Vietnamese summer as a setting Vertical Ray of the Sun is beautiful from beginning to end. The plot centres around three sisters two of whom are happily married (or so ...
4392,Alice (1990),Comedy|Drama|Fantasy|Romance,A spoiled Manhattan housewife re-evaluates her life after visiting a Chinatown healer.
4394,Beach Blanket Bingo (1965),Comedy|Musical,In the fourth of the highly successful Frankie and Annette beach party movies a motorcycle gang led by Eric Von Zipper kidnaps singing star Sugar Kane managed by Bullets who hires ...
4396,"Cannonball Run, The (1981)",Action|Comedy,Current stars update the original characters from the first two Cannonball movies and race again - new cars new obstacles and new laughs.
4397,Cannonball Run II (1984),Action|Comedy,The original characters from the first Cannonball movie race across the country once more in various cars and trucks.
4399,"Diary of a Chambermaid (Journal d'une femme de chambre, Le) (1964)",Comedy|Drama,Celestine the chambermaid has new job on the country. The Monteils who she works for are a group of strange people. The wife is frigid her husband is always hunting (both animals and ...
4401,Donovan's Reef (1963),Action|Comedy|Romance,Comedy subtly dealing with moral issues such as racial bigotry corporate greed American belief of societal superiority and hypocrisy.
4402,Dr. Goldfoot and the Bikini Machine (1965),Comedy,Dr. Goldfoot has invented an army of bikini-clad robots who are programmed to seek out wealthy men and charm them into signing over their assets. Craig Gamble and Todd Armstrong set out to foil the fiendish plot.
4403,"Fall of the House of Usher, The (House of Usher) (1960)",Horror,N/A
4404,Faust (1926),Drama|Fantasy|Horror,The demon Mephisto wagers with God that he can corrupt a mortal man's soul.
4405,"Last Laugh, The (Letzte Mann, Der) (1924)",Drama,N/A
4406,"Man Who Shot Liberty Valance, The (1962)",Crime|Drama|Western,A senator who became famous for killing a notorious outlaw returns for the funeral of an old friend and tells the truth about his deed.
4407,Salvador (1986),Drama|Thriller|War,An American photojournalist gets caught in a political struggle at El Salvador in 1980.
4409,Shadows and Fog (1991),Comedy|Drama|Mystery|Thriller,With a serial strangler on the loose a bookkeeper wanders around town searching for the vigilante group intent on catching the killer.
4410,Something Wild (1986),Comedy|Crime|Drama,A free-spirited woman "kidnaps" a yuppie for a weekend of adventure. But the fun quickly takes a dangerous turn when her ex-convict husband shows up.
4411,Sons of Katie Elder (1965),Western,Ranch owner Katie Elder's four sons determine to avenge the murder of their father and the swindling of their mother.
4414,X: The Man with the X-Ray Eyes (1963),Sci-Fi|Thriller
4415,Cheech & Chong's Nice Dreams (1981),Comedy
4417,"House by the Cemetery, The (Quella villa accanto al cimitero) (1981)",Horror,A New England home is terrorized by a series of murders unbeknownst to the guests that a gruesome secret is hiding in the basement.
4420,"Barefoot Contessa, The (1954)",Drama,Chef Ina Garten shows how to prepare multi-course meals and gives tips on hosting and decorating.
4422,Cries and Whispers (Viskningar och rop) (1972),Drama
4424,"Garden of the Finzi-Continis, The (Giardino dei Finzi-Contini, Il) (1970)",Drama,In the late 1930s in Ferrara Italy the Finzi-Contini are one of the leading families wealthy aristocratic urbane; they are also Jewish. Their adult children Micol and Alberto gather...
4426,Kiss Me Deadly (1955),Film-Noir,A doomed female hitchhiker pulls Mike Hammer into a deadly whirlpool of intrigue revolving around a mysterious "great whatsit."
4427,"Lion in Winter, The (1968)",Drama,1183 AD: King Henry II's three sons all want to inherit the throne but he won't commit to a choice. They and his wife variously plot to force him.
4428,"Misfits, The (1961)",Comedy|Drama|Romance|Western,A group of young offenders doing community service get struck by lightning during a storm and begin to develop superpowers.
4432,Sweet Smell of Success (1957),Drama|Film-Noir,Powerful but unethical Broadway columnist J.J. Hunsecker coerces unscrupulous press agent Sidney Falco into breaking up his sister's romance with a jazz musician.
4433,Written on the Wind (1956),Drama,Alcoholic playboy Kyle Hadley marries the woman secretly loved by his poor but hard-working best friend who in turn is pursued by Kyle's nymphomaniac sister.
4437,Suspiria (1977),Horror,A newcomer to a fancy ballet academy gradually comes to realize that the school is a front for something far more sinister and supernatural amidst a series of grisly murders.
4438,"Fist of Fury (Chinese Connection, The) (Jing wu men) (1972)",Action|Drama|Romance|Thriller,N/A
4440,"Big Boss, The (Fists of Fury) (Tang shan da xiong) (1971)",Action|Thriller,N/A
4441,Game of Death (1978),Action,A martial arts movie star must fake his death to find the people who are trying to kill him.
4442,"Last Dragon, The (1985)",Action|Comedy|Drama,In New York City a young man searches for the "master" to obtain the final level of martial arts mastery known as the glow. Along the way he must fight a martial arts expert corrupted ...
4443,Outland (1981),Action|Sci-Fi|Thriller,In the distant future a police marshal stationed at a remote mining colony on the Jupiter moon of Io uncovers a drug-smuggling conspiracy and gets no help from the populace when he later finds himself marked for murder.
4444,"Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang) (1972)",Action|Crime,N/A
4445,T-Rex: Back to the Cretaceous (1998),Adventure|Documentary|IMAX,17-year-old Claressa 'T-Rex' Shields from Flint Michigan dreams of being the first woman in history to win a gold medal in Olympic boxing. But in order for her to succeed she'll need to stand her ground both inside and outside the ring.
4446,Final Fantasy: The Spirits Within (2001),Adventure|Animation|Fantasy|Sci-Fi,Magic-using warriors discover an Evil god.....
4447,Legally Blonde (2001),Comedy|Romance,When a blonde sorority queen is dumped by her boyfriend she decides to follow him to law school to get him back and once there learns she has more legal savvy than she ever imagined.
4448,"Score, The (2001)",Action|Drama,Liberated '70s couple seduce another couple into experimentation with bisexuality and group-sex.
4450,Bully (2001),Crime|Drama|Thriller,A pack of naïve teenagers conspire to murder a mutual friend whose aggressive demeanor has proved too much.
4451,Jump Tomorrow (2001),Comedy|Drama|Romance,A young Nigerian man on the verge of being in an arranged marriage suddenly questions his situation after an encounter with a stunning Latin woman who is also about to be married.
4452,Made (2001),Comedy,Two aspiring boxers lifelong friends get involved in a money-laundering scheme through a low-level organized crime group.
4453,Michael Jordan to the Max (2000),Documentary|IMAX,N/A
4454,More (1998),Animation|Drama|Sci-Fi|IMAX,A worker in a factory learns a lesson about life. When is enough?
4458,Africa: The Serengeti (1994),Documentary|IMAX,Africa the world's wildest continent. David Attenborough takes us on an awe-inspiring journey through one of the most diverse places in the world. We visit deserts savannas and jungles and meet up with some of Africa's amazing wildlife.
4459,Alaska: Spirit of the Wild (1997),Documentary|IMAX,Jake Barnes and his two kids Sean and Jessie have moved to Alaska after his wife died. He is a former airline pilot now delivering toilet paper across the mountains. During an emergency ...
4462,18 Again! (1988),Comedy|Fantasy,By means of an accident the soul of David and his swinging grandfather get swapped. While the grandfather's body is still in coma he enjoys having a young body again and repairs some facts...
4464,"Accidental Tourist, The (1988)",Comedy|Drama|Romance,Seeing Israel through the eyes of seven different tourists from around the world.
4465,"Accused, The (1988)",Drama,A young assistant DA puts a serial killing nurse behind bars only to discover evidence that may prove her innocence.
4466,Above the Law (1988),Action|Crime|Drama,A former Special Operations Vietnam vet works as a Chicago cop and uncovers CIA wrongdoing.
4467,"Adventures of Baron Munchausen, The (1988)",Adventure|Comedy|Fantasy,An account of Baron Munchausen's supposed travels and fantastical experiences with his band of misfits.
4469,Appointment with Death (1988),Crime|Mystery,When a former prison wardress who dominates the lives of her three adult stepchildren and her daughter is found dead at an archaeological dig near the Dead Sea there are a great many suspects.
4470,Ariel (1988),Drama,The movie tells the story of Taisto Kasurinen a finnish coal miner whose father has just committed suicide and who is framed for a crime he did not commit. In jail he starts to dream ...
4471,Arthur 2: On the Rocks (1988),Comedy|Romance,Arthur loses all his money and his wife wants a baby.
4473,Bat*21 (1988),Drama|War,During the Vietnam War Colonel Hambleton's aircraft is shot down over enemy territory and a frantic rescue operation ensues.
4474,Beaches (1988),Comedy|Drama|Musical,A privileged rich debutante and a cynical struggling entertainer share a turbulent but strong childhood friendship over the years.
4475,"Beast of War, The (Beast, The) (1988)",Drama|War,During the war in Afghanistan a Soviet tank crew commanded by a tyrannical officer find themselves lost and in a struggle against a band of Mujahadeen guerrillas in the mountains. A unique ...
4477,Big Top Pee-Wee (1988),Adventure|Children|Comedy,Pee-wee Herman is now a small-town farmer with a fiancée but when a traveling circus comes to town he finds himself falling for the trapeze artist.
4478,Biloxi Blues (1988),Comedy|Drama,A group of young recruits go through boot camp during the Second World War in Biloxi Mississippi. From the play by Neil Simon.
4479,Bird (1988),Drama|Musical,The troubled life and career of the jazz musician Charlie "Bird" Parker.
4480,"Blob, The (1988)",Horror|Sci-Fi,About two alienated characters existing in parallel universes who through an act of G-d have their lives transformed forever.
4482,"Bright Lights, Big City (1988)",Drama,A successful Broadway star ready to retire from her wild career announces her engagement. But her tumultuous past isn't done with her yet.
4483,Caddyshack II (1988),Comedy,When a crass new-money tycoon's membership application is turned down at a snooty country club he retaliates by buying the club and turning it into a tacky amusement park.
4486,Clean and Sober (1988),Drama,A hustling drug addict checks himself into rehab to escape trouble with the law and realizes that it's exactly what he needs.
4487,Cocktail (1988),Drama|Romance,A talented New York City bartender takes a job at a bar in Jamaica and falls in love.
4488,Colors (1988),Action|Crime|Drama,An experienced cop and his rookie partner patrol the streets of East Los Angeles while trying to keep the gang violence under control.
4489,Coming to America (1988),Comedy|Romance,An extremely pampered African prince travels to Queens New York City and goes undercover to find a wife whom he can respect for her intelligence and will.
4490,"Couch Trip, The (1988)",Comedy,The escaped delinquent John W. Burns Jr. replaces Dr. Maitlin on a radio show saying he's the psychiatrist Lawrence Baird. His tactless radio show is a hit and he becomes very popular. ...
4491,Criminal Law (1988),Thriller,Oldman plays a lawyer who defends a killer but soon after he wins he finds out that the killer is guilty.
4492,Critters (1986),Comedy|Sci-Fi,A race of small furry aliens make lunch out of the locals in a farming town.
4493,Critters 2: The Main Course (1988),Comedy|Horror|Sci-Fi,Eggs of the small furry alien carnivores are left behind on Earth and after hatching set their appetites on the town of Grover's Bend.
4495,Crossing Delancey (1988),Comedy|Romance,A Manhattan single meets a man through her Jewish grandmother's matchmaker.
4496,D.O.A. (1988),Film-Noir|Mystery|Thriller,Dexter Cornell an English Professor becomes embroiled in a series of murders involving people around him. Dexter has good reason to want to find the murderer but hasn't much time. He finds...
4498,"Dead Pool, The (1988)",Action|Crime|Thriller,Dirty Harry Callahan must stop a sick secret contest to murder local celebrities which includes himself as a target.
4499,Dirty Rotten Scoundrels (1988),Comedy,Two con men try to settle their rivalry by betting on who can swindle a young American heiress out of $50000 first.
4500,Drowning by Numbers (1988),Comedy|Drama,Tired of her husband's philanderous ways the mother of two daughters drowns her husband. With the reluctant help of the local coroner the murder is obscured. Her daughters are having ...
4501,"Elvira, Mistress of the Dark (1988)",Comedy|Horror,N/A
4502,Ernest Saves Christmas (1988),Children|Comedy,Ernest helps Santa Claus as he searches for his successor.
4503,Everybody's All-American (1988),Romance,A Louisiana football legend struggles to deal with life's complexities after his college career is over.
4506,Frantic (1988),Crime|Mystery|Thriller,In a hotel room in Paris a doctor comes out of the shower and finds that his wife has disappeared. He soon finds himself caught up in a world of intrigue espionage gangsters drugs and murder.
4508,Gorillas in the Mist (1988),Drama,The story of Dian Fossey a scientist who came to Africa to study the vanishing mountain gorillas and later fought to protect them.
4509,"Great Outdoors, The (1988)",Comedy,A father attempts to reconnect with his teenage son on a canoe trip destined for trouble.
4511,High Spirits (1988),Comedy,When Peter Plunkett's Irish castle turned hotel is about to be repossesed he decides to spice up the attraction a bit for the 'Yanks' by having his staff pretend to haunt the castle. The ...
4515,Imagine: John Lennon (1988),Documentary,A blind teacher breaks the rules to help a female student rediscover the pleasures of life.
4516,Johnny Be Good (1988),Comedy,It's recruiting time and despite being short and scrawny Johnny Walker is America's hottest young football prospect. His dilemma: should he take one of the many offers from college talent ...
4518,The Lair of the White Worm (1988),Comedy|Horror,Scottish archaeologist Angus Flint discovers an odd skull amid the ruins of a convent that he is excavating. Shortly thereafter Lady Sylvia Marsh returns to Temple House a nearby mansion...
4519,"Land Before Time, The (1988)",Adventure|Animation|Children|Fantasy,An orphaned brontosaurus teams up with other young dinosaurs in order to reunite with their families in a valley.
4520,License to Drive (1988),Comedy,A teen decides to go for a night on the town with his friends despite flunking his driver's test.
